Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
3	3	XS1_240322_38_CA_J_45_J1		0	7.24	23.388		23.388	bb			20
7	7	XS1_240322_39_CA_J_45_J2		0	7.3	18.795		18.795	bb			11
33	33	XS1_240322_42_NC_K_60_K1		0	7.29	20.976		20.976	MM			17
14	14	XS1_240322_43_NC_K_60_K2		0	7.29	27.576		27.576	bb			15
21	21	XS1_240322_46_CA_F_60_L1		0	7.28	16.328		16.328	bb			13
6	6	XS1_240322_47_CA_F_60_L2		0	7.3	23.865		23.865	MM			14
13	13	XS1_240322_50_NC_F_90_M1		0	7.28	29.919		29.919	MM			17
30	30	XS1_240322_51_NC_F_90_M2		0	7.29	25.98		25.98	MM			19
26	26	XS1_240322_54_CA_F_90_N1		0	7.26	16.279		16.279	MM			12
37	37	XS1_240322_55_CA_F_90_N2		0	7.27	14.745		14.745	MM			6
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0	7.18	0.462		0.462	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	6.93	0.377		0.377	bb			1
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.49	2.882		2.882	bb			5
25	25	XS1_240322_MB_PooledQC_04		0	6.91	0.677		0.677	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	7.22	0.178		0.178	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	7.29	24.612		24.612	bb			18
1	1	XS1_240322_MB_SST_01		0	7.65	593.851		593.851	bb			139
38	38	XS1_240322_MB_SST_02		0	7.27	59.079		59.079	bb			41
												
Compound 71:  Glucose-6-phosphate m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.32	29.185		29.185	MM			20
2	2	XS1_240322_02_NC_C_A2		0	7.3	42.889		42.889	MM			19
8	8	XS1_240322_06_CA_C_B1		0	7.39	73.573		73.573	MM			59
20	20	XS1_240322_07_CA_C_B2		0	7.27	29.216		29.216	MM			20
36	36	XS1_240322_10_NC_F_7_C1		0	7.24	11.518		11.518	MM			6
29	29	XS1_240322_11_NC_F_7_C2		0	7.3	12.641		12.641	MM			8
27	27	XS1_240322_14_CA_F_7_D1		0	7.22	9.584		9.584	MM			7
35	35	XS1_240322_15_CA_F_7_D2		0	7.25	8.596		8.596	bb			8
22	22	XS1_240322_18_NC_F_15_E1		0	7.25	12.15		12.15	bb			8
28	28	XS1_240322_19_NC_F_15_E2		0	7.23	10.886		10.886	MM			5
34	34	XS1_240322_22_CA_F_15_F1		0	7.28	8.424		8.424	MM			6
32	32	XS1_240322_23_CA_F_15_F2		0	7.28	7.867		7.867	bb			3
4	4	XS1_240322_26_NC_F_30_g1		0	7.26	10.193		10.193	MM			5
23	23	XS1_240322_27_NC_F_30_g2		0	7.3	10.329		10.329	MM			5
5	5	XS1_240322_30_CA_h_30_h1		0	7.3	9.226		9.226	bb			5
9	9	XS1_240322_31_CA_h_30_h2		0	7.26	7.469		7.469	MM			4
12	12	XS1_240322_34_NC_F_45_I1		0	7.27	8.413		8.413	MM			5
11	11	XS1_240322_35_NC_F_45_I2		0	7.28	8.972		8.972	MM			4
3	3	XS1_240322_38_CA_J_45_J1		0	7.22	6.656		6.656	MM			4
7	7	XS1_240322_39_CA_J_45_J2		0	7.28	6.623		6.623	MM			4
33	33	XS1_240322_42_NC_K_60_K1		0	7.29	8.056		8.056	MM			5
14	14	XS1_240322_43_NC_K_60_K2		0	7.46	6.617		6.617	MM			3
21	21	XS1_240322_46_CA_F_60_L1		0	7.29	8.354		8.354	MM			4
6	6	XS1_240322_47_CA_F_60_L2		0	7.32	10.511		10.511	MM			7
13	13	XS1_240322_50_NC_F_90_M1		0	7.3	6.906		6.906	MM			4
30	30	XS1_240322_51_NC_F_90_M2		0	7.31	5.986		5.986	MM			5
26	26	XS1_240322_54_CA_F_90_N1		0	7.32	5.202		5.202	MM			3
37	37	XS1_240322_55_CA_F_90_N2		0	7.26	4.457		4.457	MM			3
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0	6.97	0.479		0.479	bb			1
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.2	25.14		25.14	bb			10
25	25	XS1_240322_MB_PooledQC_04		0	7.4	2.916		2.916	bb			4
31	31	XS1_240322_MB_PooledQC_05		0	7.19	28.251		28.251	bb			5
10	10	XS1_240322_MB_PooledQC_06		0	7.33	3.472		3.472	bb			3
1	1	XS1_240322_MB_SST_01		0	7.27	108.815		108.815	bb			49
38	38	XS1_240322_MB_SST_02		0	7.26	124.614		124.614	bb			37
												
Compound 72:  Glucose-6-phosphate m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.37	2.256		2.256	bb			2
2	2	XS1_240322_02_NC_C_A2		0	7.3	1.474		1.474	bb			2
8	8	XS1_240322_06_CA_C_B1		0	7.39	1.963		1.963	bb			3
20	20	XS1_240322_07_CA_C_B2		0	7.45	0.111		0.111	MM			0
36	36	XS1_240322_10_NC_F_7_C1		0	7.22	167.738		167.738	bb			144
29	29	XS1_240322_11_NC_F_7_C2		0	7.29	265.828		265.828	bb			229
27	27	XS1_240322_14_CA_F_7_D1		0	7.22	93.806		93.806	MM			82
35	35	XS1_240322_15_CA_F_7_D2		0	7.25	123.088		123.088	MM			112
22	22	XS1_240322_18_NC_F_15_E1		0	7.25	176.217		176.217	MM			117
28	28	XS1_240322_19_NC_F_15_E2		0	7.23	131.196		131.196	MM			96
34	34	XS1_240322_22_CA_F_15_F1		0	7.26	89.018		89.018	MM			55
32	32	XS1_240322_23_CA_F_15_F2		0	7.23	82.917		82.917	MM			41
4	4	XS1_240322_26_NC_F_30_g1		0	7.25	160.123		160.123	MM			91
23	23	XS1_240322_27_NC_F_30_g2		0	7.28	156.551		156.551	MM			105
5	5	XS1_240322_30_CA_h_30_h1		0	7.3	116.036		116.036	MM			54
9	9	XS1_240322_31_CA_h_30_h2		0	7.25	128.402		128.402	MM			57
12	12	XS1_240322_34_NC_F_45_I1		0	7.23	70.173		70.173	MM			37
11	11	XS1_240322_35_NC_F_45_I2		0	7.28	102.491		102.491	MM			39
3	3	XS1_240322_38_CA_J_45_J1		0	7.21	80.101		80.101	MM			29
7	7	XS1_240322_39_CA_J_45_J2		0	7.28	57.825		57.825	MM			29
33	33	XS1_240322_42_NC_K_60_K1		0	7.28	66.555		66.555	MM			53
14	14	XS1_240322_43_NC_K_60_K2		0	7.28	59.92		59.92	MM			33
21	21	XS1_240322_46_CA_F_60_L1		0	7.27	123.518		123.518	MM			59
6	6	XS1_240322_47_CA_F_60_L2		0	7.29	107.787		107.787	bb			80
13	13	XS1_240322_50_NC_F_90_M1		0	7.28	47.377		47.377	MM			30
30	30	XS1_240322_51_NC_F_90_M2		0	7.3	41.637		41.637	MM			35
26	26	XS1_240322_54_CA_F_90_N1		0	7.24	63.914		63.914	MM			31
37	37	XS1_240322_55_CA_F_90_N2		0	7.27	82.03		82.03	MM			46
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0	7.16	0.041		0.041	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	7.2	0.398		0.398	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	7.46	0.207		0.207	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	7.46	10.142		10.142	bb			11
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	7.34	0.346		0.346	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	7.29	63.187		63.187	bb			36
1	1	XS1_240322_MB_SST_01		0	7.53	1.156		1.156	bb			2
38	38	XS1_240322_MB_SST_02		0	7.21	0.515		0.515	bb			1
												
Compound 73:  Glucose-6-phosphate m+4												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	6.74	0.046		0.046	MM			0
2	2	XS1_240322_02_NC_C_A2		0	7.07	4.668		4.668	bb			2
8	8	XS1_240322_06_CA_C_B1		0	7.11	2.158		2.158	bb			2
20	20	XS1_240322_07_CA_C_B2		0	8.94	0.039		0.039	MM			0
36	36	XS1_240322_10_NC_F_7_C1		0	7.35	2.22		2.22	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	7.34	4.706		4.706	bb			3
27	27	XS1_240322_14_CA_F_7_D1		0	7.3	6.147		6.147	bb			3
35	35	XS1_240322_15_CA_F_7_D2		0	7.24	4.303		4.303	bb			4
22	22	XS1_240322_18_NC_F_15_E1		0	7.36	0.269		0.269	bb			1
28	28	XS1_240322_19_NC_F_15_E2		0	7.42	0.66		0.66	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0	9.01	0.036		0.036	MM			0
32	32	XS1_240322_23_CA_F_15_F2		0	10.01	0.013		0.013	MM			0
4	4	XS1_240322_26_NC_F_30_g1		0	7.37	0.774		0.774	bb			2
23	23	XS1_240322_27_NC_F_30_g2		0	7.28	6.345		6.345	bb			2
5	5	XS1_240322_30_CA_h_30_h1		0	7.35	2.559		2.559	bb			3
9	9	XS1_240322_31_CA_h_30_h2		0	10.51	0.413		0.413	MM			1
12	12	XS1_240322_34_NC_F_45_I1		0	7.72	0.753		0.753	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0	7.89	2.59		2.59	MM			2
3	3	XS1_240322_38_CA_J_45_J1		0	7.22	3.642		3.642	bb			3
7	7	XS1_240322_39_CA_J_45_J2		0	7.04	1.789		1.789	bb			3
33	33	XS1_240322_42_NC_K_60_K1		0	7.44	1.009		1.009	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	7.48	0.162		0.162	bb			1
21	21	XS1_240322_46_CA_F_60_L1		0	7.81	2.259		2.259	MM			2
6	6	XS1_240322_47_CA_F_60_L2		0	7.81	0.359		0.359	MM			0
13	13	XS1_240322_50_NC_F_90_M1		0	9.05	0.988		0.988	MM			1
30	30	XS1_240322_51_NC_F_90_M2		0	7.03	2.387		2.387	bb			2
26	26	XS1_240322_54_CA_F_90_N1		0	7.29	1.618		1.618	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	7.28	1.904		1.904	bb			3
15	15	XS1_240322_58_NC_media_AK1		0	7.32	0.708		0.708	bb			0
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0	7.32	0.204		0.204	bb			0
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.45	1.155		1.155	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	7.31	0.038		0.038	bb			0
31	31	XS1_240322_MB_PooledQC_05		0	7.34	1.914		1.914	bb			2
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0	7.26	5.385		5.385	bb			1
												
Compound 74:  Glucose-6-phosphate m+5												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7	0.843		0.843	bb			1
2	2	XS1_240322_02_NC_C_A2		0	7.28	0.605		0.605	bb			1
8	8	XS1_240322_06_CA_C_B1		0	7.44	0.446		0.446	bb			1
20	20	XS1_240322_07_CA_C_B2		0	7.26	0.755		0.755	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0	7.22	40.551		40.551	bb			33
29	29	XS1_240322_11_NC_F_7_C2		0	7.3	58.831		58.831	MM			47
27	27	XS1_240322_14_CA_F_7_D1		0	7.23	38.461		38.461	MM			32
35	35	XS1_240322_15_CA_F_7_D2		0	7.24	50.615		50.615	MM			50
22	22	XS1_240322_18_NC_F_15_E1		0	7.25	43.403		43.403	bb			28
28	28	XS1_240322_19_NC_F_15_E2		0	7.21	37.677		37.677	bb			23
34	34	XS1_240322_22_CA_F_15_F1		0	7.27	39.812		39.812	bb			33
32	32	XS1_240322_23_CA_F_15_F2		0	7.22	28.149		28.149	MM			22
4	4	XS1_240322_26_NC_F_30_g1		0	7.26	59.121		59.121	bb			40
23	23	XS1_240322_27_NC_F_30_g2		0	7.28	52.372		52.372	MM			30
5	5	XS1_240322_30_CA_h_30_h1		0	7.31	60.467		60.467	MM			39
9	9	XS1_240322_31_CA_h_30_h2		0	7.24	30.86		30.86	MM			24
12	12	XS1_240322_34_NC_F_45_I1		0	7.26	34.986		34.986	MM			23
11	11	XS1_240322_35_NC_F_45_I2		0	7.42	54.141		54.141	MM			38
3	3	XS1_240322_38_CA_J_45_J1		0	7.22	25.764		25.764	MM			14
7	7	XS1_240322_39_CA_J_45_J2		0	7.28	39.453		39.453	MM			25
33	33	XS1_240322_42_NC_K_60_K1		0	7.28	41.265		41.265	MM			33
14	14	XS1_240322_43_NC_K_60_K2		0	7.28	39.271		39.271	MM			21
21	21	XS1_240322_46_CA_F_60_L1		0	7.27	35.01		35.01	MM			21
6	6	XS1_240322_47_CA_F_60_L2		0	7.3	52.746		52.746	bb			37
13	13	XS1_240322_50_NC_F_90_M1		0	7.26	34.243		34.243	MM			28
30	30	XS1_240322_51_NC_F_90_M2		0	7.3	44.906		44.906	MM			35
26	26	XS1_240322_54_CA_F_90_N1		0	7.25	31.485		31.485	MM			21
37	37	XS1_240322_55_CA_F_90_N2		0	7.26	36.817		36.817	bb			25
15	15	XS1_240322_58_NC_media_AK1		0	7.28	0.617		0.617	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	7.28	0.137		0.137	bb			0
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.45	6.938		6.938	bb			7
25	25	XS1_240322_MB_PooledQC_04		0	7.11	0.978		0.978	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	7.37	0.557		0.557	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	7.28	31.369		31.369	bb			18
1	1	XS1_240322_MB_SST_01		0	7.34	0.216		0.216	bb			1
38	38	XS1_240322_MB_SST_02		0	7.25	0.902		0.902	bb			1
												
Compound 75:  Glucose-6-phosphate m+6												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.11	4.857		4.857	bb			2
2	2	XS1_240322_02_NC_C_A2		0	6.95	1.491		1.491	MM			2
8	8	XS1_240322_06_CA_C_B1		0	7.4	9.348		9.348	bb			5
20	20	XS1_240322_07_CA_C_B2		0	8.24	5.112		5.112	MM			4
36	36	XS1_240322_10_NC_F_7_C1		0	7.22	16051.699		16051.699	bb			8349
29	29	XS1_240322_11_NC_F_7_C2		0	7.29	21335.889		21335.889	bb			11323
27	27	XS1_240322_14_CA_F_7_D1		0	7.23	12711.703		12711.703	bb			7682
35	35	XS1_240322_15_CA_F_7_D2		0	7.25	16926.555		16926.555	bb			11078
22	22	XS1_240322_18_NC_F_15_E1		0	7.26	18187.361		18187.361	bb			9213
28	28	XS1_240322_19_NC_F_15_E2		0	7.22	12673.644		12673.644	bb			7003
34	34	XS1_240322_22_CA_F_15_F1		0	7.26	14269.187		14269.187	bb			6239
32	32	XS1_240322_23_CA_F_15_F2		0	7.22	7408.589		7408.589	bb			2904
4	4	XS1_240322_26_NC_F_30_g1		0	7.25	19306.279		19306.279	bb			7427
23	23	XS1_240322_27_NC_F_30_g2		0	7.28	20982.549		20982.549	bb			10297
5	5	XS1_240322_30_CA_h_30_h1		0	7.3	23098.021		23098.021	bb			10511
9	9	XS1_240322_31_CA_h_30_h2		0	7.25	7952.171		7952.171	bb			4233
12	12	XS1_240322_34_NC_F_45_I1		0	7.24	10479.644		10479.644	bb			4968
11	11	XS1_240322_35_NC_F_45_I2		0	7.28	15861.726		15861.726	bb			5023
3	3	XS1_240322_38_CA_J_45_J1		0	7.22	7099.923		7099.923	bb			3277
7	7	XS1_240322_39_CA_J_45_J2		0	7.28	11151.766		11151.766	bb			4913
33	33	XS1_240322_42_NC_K_60_K1		0	7.29	15187.637		15187.637	bb			9515
14	14	XS1_240322_43_NC_K_60_K2		0	7.28	11515.354		11515.354	bb			6235
21	21	XS1_240322_46_CA_F_60_L1		0	7.27	9758.6		9758.6	bb			5135
6	6	XS1_240322_47_CA_F_60_L2		0	7.29	15460.89		15460.89	bb			7121
13	13	XS1_240322_50_NC_F_90_M1		0	7.27	8075.989		8075.989	bb			5412
30	30	XS1_240322_51_NC_F_90_M2		0	7.29	16375.871		16375.871	bb			9965
26	26	XS1_240322_54_CA_F_90_N1		0	7.25	8624.701		8624.701	bb			5972
37	37	XS1_240322_55_CA_F_90_N2		0	7.27	12551.039		12551.039	bb			8051
15	15	XS1_240322_58_NC_media_AK1		0	7.4	0.508		0.508	bb			1
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.44	808.955		808.955	bb			473
25	25	XS1_240322_MB_PooledQC_04		0	7.45	0.52		0.52	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.59	5.123		5.123	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	7.28	7961.25		7961.25	bb			3728
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
Compound 76:  DHAP m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.73	11.328		11.328	bb			3
2	2	XS1_240322_02_NC_C_A2		0	13.7	5.093		5.093	bb			5
8	8	XS1_240322_06_CA_C_B1		0	13.7	5.605		5.605	bb			4
20	20	XS1_240322_07_CA_C_B2		0	14.13	21.369		21.369	MM			14
36	36	XS1_240322_10_NC_F_7_C1		0	14.12	16.011		16.011	bb			10
29	29	XS1_240322_11_NC_F_7_C2		0	13.72	0.727		0.727	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	14.14	8.225		8.225	bb			5
35	35	XS1_240322_15_CA_F_7_D2		0	13.68	1.763		1.763	bb			3
22	22	XS1_240322_18_NC_F_15_E1		0	13.69	4.365		4.365	bb			5
28	28	XS1_240322_19_NC_F_15_E2		0	14.12	3.453		3.453	bb			5
34	34	XS1_240322_22_CA_F_15_F1		0	13.69	5.275		5.275	bb			6
32	32	XS1_240322_23_CA_F_15_F2		0	14.13	8.323		8.323	bb			9
4	4	XS1_240322_26_NC_F_30_g1		0	13.71	8.385		8.385	bb			6
23	23	XS1_240322_27_NC_F_30_g2		0	13.68	4.54		4.54	bb			4
5	5	XS1_240322_30_CA_h_30_h1		0	13.7	7.622		7.622	bb			5
9	9	XS1_240322_31_CA_h_30_h2		0	13.68	6.67		6.67	bb			6
12	12	XS1_240322_34_NC_F_45_I1		0	13.96	1.142		1.142	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0	13.71	0.223		0.223	bb			1
3	3	XS1_240322_38_CA_J_45_J1		0	14.15	11.632		11.632	bb			8
7	7	XS1_240322_39_CA_J_45_J2		0	13.69	5.26		5.26	bb			5
33	33	XS1_240322_42_NC_K_60_K1		0	13.72	4.149		4.149	bb			4
14	14	XS1_240322_43_NC_K_60_K2		0	13.72	2.012		2.012	bb			3
21	21	XS1_240322_46_CA_F_60_L1		0	13.71	7.85		7.85	bb			5
6	6	XS1_240322_47_CA_F_60_L2		0	13.7	9.438		9.438	bb			7
13	13	XS1_240322_50_NC_F_90_M1		0	13.72	0.583		0.583	bb			1
30	30	XS1_240322_51_NC_F_90_M2		0	14.15	20.21		20.21	bb			7
26	26	XS1_240322_54_CA_F_90_N1		0	13.69	5.468		5.468	bb			5
37	37	XS1_240322_55_CA_F_90_N2		0	13.66	7.666		7.666	bb			6
15	15	XS1_240322_58_NC_media_AK1		0	13.69	0.28		0.28	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	14.13	4.173		4.173	bb			4
24	24	XS1_240322_60_CA_media_AL1		0	14.12	11.931		11.931	bb			13
19	19	XS1_240322_61_CA_media_AL2		0	14.17	9.473		9.473	bb			4
18	18	XS1_240322_MB_PooledQC_03		0	13.75	0.453		0.453	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	14.13	13.555		13.555	bb			4
31	31	XS1_240322_MB_PooledQC_05		0	13.73	0.285		0.285	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.13	7.115		7.115	bb			8
1	1	XS1_240322_MB_SST_01		0	13.93	26360.918		26360.918	bb			15557
38	38	XS1_240322_MB_SST_02		0	13.91	23013.887		23013.887	bb			19923
												
Compound 77:  DHAP m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.13	0.094		0.094	bb			1
2	2	XS1_240322_02_NC_C_A2		0	13.7	3.948		3.948	bb			3
8	8	XS1_240322_06_CA_C_B1		0	13.65	0.365		0.365	bb			1
20	20	XS1_240322_07_CA_C_B2		0	13.64	2.674		2.674	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	14.28	17.118		17.118	bb			15
29	29	XS1_240322_11_NC_F_7_C2		0	14.29	12.192		12.192	bb			10
27	27	XS1_240322_14_CA_F_7_D1		0	14.31	11.104		11.104	bb			9
35	35	XS1_240322_15_CA_F_7_D2		0	14.24	22.367		22.367	bb			16
22	22	XS1_240322_18_NC_F_15_E1		0	14.3	13.374		13.374	bb			15
28	28	XS1_240322_19_NC_F_15_E2		0	14.3	17.625		17.625	bb			6
34	34	XS1_240322_22_CA_F_15_F1		0	14.27	30.615		30.615	bb			15
32	32	XS1_240322_23_CA_F_15_F2		0	14.29	26.129		26.129	bb			25
4	4	XS1_240322_26_NC_F_30_g1		0	14.28	37.123		37.123	bb			26
23	23	XS1_240322_27_NC_F_30_g2		0	14.26	25.103		25.103	bb			20
5	5	XS1_240322_30_CA_h_30_h1		0	14.24	90.518		90.518	bb			65
9	9	XS1_240322_31_CA_h_30_h2		0	14.28	95.697		95.697	bb			92
12	12	XS1_240322_34_NC_F_45_I1		0	14.24	24.283		24.283	bb			16
11	11	XS1_240322_35_NC_F_45_I2		0	14.27	50.312		50.312	bb			28
3	3	XS1_240322_38_CA_J_45_J1		0	14.24	78.895		78.895	bb			66
7	7	XS1_240322_39_CA_J_45_J2		0	14.27	81.841		81.841	bb			33
33	33	XS1_240322_42_NC_K_60_K1		0	14.3	11.431		11.431	bb			11
14	14	XS1_240322_43_NC_K_60_K2		0	14.27	16.733		16.733	bb			19
21	21	XS1_240322_46_CA_F_60_L1		0	14.28	41.939		41.939	bb			24
6	6	XS1_240322_47_CA_F_60_L2		0	14.27	83.352		83.352	bb			65
13	13	XS1_240322_50_NC_F_90_M1		0	14.27	50.559		50.559	bb			28
30	30	XS1_240322_51_NC_F_90_M2		0	14.3	35.311		35.311	bb			29
26	26	XS1_240322_54_CA_F_90_N1		0	14.28	26.798		26.798	bb			27
37	37	XS1_240322_55_CA_F_90_N2		0	14.27	67.375		67.375	bb			60
15	15	XS1_240322_58_NC_media_AK1		0	14.25	0.566		0.566	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	13.75	0.309		0.309	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.1	1.104		1.104	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.14	1.539		1.539	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.3	0.388		0.388	bb			1
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	14.27	30.083		30.083	bb			16
1	1	XS1_240322_MB_SST_01		0	13.93	104.114		104.114	bb			74
38	38	XS1_240322_MB_SST_02		0	13.91	66.646		66.646	bb			80
												
Compound 78:  DHAP m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.17	1.844		1.844	bb			3
2	2	XS1_240322_02_NC_C_A2		0	14.2	6.484		6.484	bb			4
8	8	XS1_240322_06_CA_C_B1		0	13.71	0.861		0.861	bb			0
20	20	XS1_240322_07_CA_C_B2		0	14.15	3.513		3.513	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	14.17	1.806		1.806	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	14.26	3.368		3.368	bb			2
27	27	XS1_240322_14_CA_F_7_D1		0	14.18	2.184		2.184	bb			2
35	35	XS1_240322_15_CA_F_7_D2		0	14.14	0.644		0.644	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0	14.12	2.251		2.251	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	14.15	0.921		0.921	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0	13.64	0.166		0.166	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	14.14	1.523		1.523	bb			2
23	23	XS1_240322_27_NC_F_30_g2		0	14.19	3.958		3.958	bb			4
5	5	XS1_240322_30_CA_h_30_h1		0	14.2	0.243		0.243	bb			1
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0	14.19	3.561		3.561	bb			4
3	3	XS1_240322_38_CA_J_45_J1		0	14.13	3.942		3.942	bb			3
7	7	XS1_240322_39_CA_J_45_J2		0	14.19	3.329		3.329	bb			3
33	33	XS1_240322_42_NC_K_60_K1		0	14.15	2.505		2.505	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	14.18	2.7		2.7	bb			2
21	21	XS1_240322_46_CA_F_60_L1		0	14.18	4.832		4.832	bb			3
6	6	XS1_240322_47_CA_F_60_L2		0	14.18	0.383		0.383	bb			2
13	13	XS1_240322_50_NC_F_90_M1		0	14.22	2.742		2.742	bb			3
30	30	XS1_240322_51_NC_F_90_M2		0	14.17	0.928		0.928	bb			2
26	26	XS1_240322_54_CA_F_90_N1		0	14.11	4.623		4.623	bb			1
37	37	XS1_240322_55_CA_F_90_N2		0	14.14	1.872		1.872	bb			1
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0	14.23	0.219		0.219	bb			1
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	14.12	2.33		2.33	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	14.17	2.183		2.183	bb			3
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	13.63	3.837		3.837	bb			2
1	1	XS1_240322_MB_SST_01		0	13.94	14.724		14.724	bb			7
38	38	XS1_240322_MB_SST_02		0	13.92	19.326		19.326	bb			6
												
Compound 79:  DHAP m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.64	0.266		0.266	bb			0
2	2	XS1_240322_02_NC_C_A2		0	14.15	0.755		0.755	bb			1
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0	13.6	1.928		1.928	bb			3
